elapsed.ps,repeats.n,param.a.vector2,param.b.vector2
50462,100000,2.83420672e+38; 1.23542195e+38,4.69389974e+37; 7.62771429e+37
50084,100000,-9.09569932e+37; 2.5863789e+37,-2.05380126e+38; -3.23333473e+38
53254,100000,9.7203661e+37; -2.69093077e+38,-2.23530165e+38; -4.90385158e+37
54963,100000,1.59237958e+38; -8.63545088e+37,2.02878615e+38; 2.73706934e+37
62016,100000,-9.75258572e+37; 9.94940014e+37,-2.74651937e+38; -1.13728125e+38
51179,100000,-2.71856312e+38; 3.92675487e+37,-3.39901544e+38; -8.83982861e+37
58121,100000,-2.72973061e+38; -1.57197183e+38,1.64433379e+38; -3.72809982e+37
52409,100000,1.04496861e+38; 1.82369732e+38,-2.79019694e+38; -5.05257185e+37
51206,100000,2.78677468e+38; 2.80142223e+38,-8.52621388e+37; -6.60212309e+37
62694,100000,2.55617444e+38; 1.22489356e+38,-1.46853823e+38; 7.88707408e+37
53050,100000,1.00788607e+38; -7.46633628e+37,1.95043297e+38; 2.89768169e+37
50267,100000,-2.77397121e+38; -2.48146499e+38,2.09891522e+38; -5.17785933e+37
54364,100000,-2.77010112e+38; 1.33748284e+38,-1.26833686e+38; -7.84616497e+37
50695,100000,2.169383e+38; 8.9267935e+37,1.5372452e+38; 4.07321592e+37
55732,100000,-3.01424353e+38; 1.5675383e+38,-2.44698626e+37; -8.45990866e+37
55039,100000,-4.76515489e+37; -8.12601405e+37,2.56777841e+38; 2.63308838e+38
52345,100000,-3.0175309e+38; -1.97329003e+38,2.82946976e+38; 9.94287643e+36
51596,100000,2.33975403e+38; 7.03363896e+37,-1.31392248e+38; 2.04669775e+38
52545,100000,-2.13488019e+38; -1.24234201e+38,-1.72664092e+38; -3.18046051e+38
54900,100000,3.06100787e+38; 8.17915143e+37,6.19511953e+37; -2.97115801e+38
50593,100000,3.34602481e+38; 1.89693771e+38,-2.5954785e+38; -1.82890686e+38
50311,100000,-7.3264698e+37; 1.23137419e+38,-3.27379205e+38; 1.39476655e+38
51414,100000,-2.39562091e+38; 1.7375989e+38,1.06908226e+38; -8.64646322e+37
51621,100000,3.03875016e+37; 1.57685015e+38,-3.28490235e+38; 2.98640227e+37
54003,100000,-1.34997011e+38; 2.50182529e+38,-2.62826279e+38; -1.55912936e+37
56551,100000,-2.5065519e+38; 2.81512097e+38,-2.32253142e+38; 1.4614907e+36
61709,100000,-1.96895081e+38; -8.48094658e+37,-2.17427512e+38; 6.94775716e+36
53272,100000,1.24376593e+38; -2.77695394e+38,1.80126072e+38; -1.71779865e+37
54887,100000,1.26961069e+38; -2.45538749e+38,3.07425898e+38; 1.85183653e+38
53535,100000,1.81252111e+38; 2.91237797e+38,-2.23742663e+38; 3.48422033e+37
58737,100000,4.69108708e+37; -1.93517289e+38,-1.20921465e+38; 2.53145971e+38
66749,100000,-3.24758251e+38; 3.23130892e+38,7.73455442e+37; 6.79243294e+37
52235,100000,2.32790667e+38; -3.82192802e+37,-6.13852704e+37; -1.08276447e+38
56116,100000,4.2964497e+37; 3.126286e+38,-1.35410255e+38; -2.24812297e+38
52448,100000,-2.91439242e+38; -5.02648055e+37,-7.56696746e+37; 7.36475539e+37
50546,100000,2.67559524e+38; -1.10810257e+38,-1.98884157e+38; 2.59189521e+38
50706,100000,4.10756875e+37; -1.61743607e+38,3.21329915e+38; 7.32307402e+37
50679,100000,-2.16304191e+38; -1.88116084e+38,-3.0406206e+38; -1.3544874e+38
51553,100000,1.52254755e+38; 1.67679213e+38,-1.89954927e+38; -1.52828443e+38
54185,100000,-1.57760699e+38; 2.7529491e+38,-2.50403201e+38; 1.16821233e+38
52125,100000,-7.90614601e+36; 4.24619141e+37,-9.45446067e+37; -2.85100908e+38
50251,100000,3.19150104e+38; 1.93276395e+38,2.7743728e+38; -3.11117296e+38
50135,100000,9.12362718e+37; -4.86907486e+37,-1.45353564e+38; 1.18138799e+38
49601,100000,1.08314345e+38; -3.38058969e+38,1.09634882e+38; -1.02168392e+37
59585,100000,-2.12615003e+38; -3.29682212e+38,1.91929866e+38; 2.40085925e+38
61463,100000,3.10774564e+38; -7.95890563e+36,6.68126962e+37; -9.32174475e+37
51325,100000,-1.29548478e+37; 5.47361439e+37,-1.9804842e+38; -2.22525719e+38
67828,100000,-5.60285086e+37; -1.51654031e+38,2.46396817e+38; 2.26680652e+38
51076,100000,3.13725492e+38; 1.54139863e+38,-4.36116935e+37; -2.48603888e+38
55217,100000,1.31854373e+38; -7.37890161e+36,-1.55647171e+38; -1.93954132e+38
60609,100000,1.05365972e+38; -8.49870738e+37,1.27363543e+38; -6.51995702e+37
50544,100000,-2.50532116e+38; 2.78007601e+38,1.48773604e+38; -3.23276966e+38
65097,100000,3.34844044e+38; 2.62831856e+38,-1.18775119e+38; -1.13155969e+38
50394,100000,-2.41069216e+38; 2.40849963e+38,-2.67130855e+38; 8.54962485e+37
54001,100000,-2.96089369e+38; -7.73458028e+37,-1.33597768e+38; 3.19149638e+38
54818,100000,1.95343145e+37; 7.24477327e+37,-2.21023827e+38; -3.07787229e+38
53390,100000,-1.27714956e+38; 9.16148227e+37,-2.42117817e+37; 4.27034928e+37
51285,100000,-1.99486909e+38; -2.86618701e+38,3.13219806e+37; 2.87027351e+38
51011,100000,-2.65189423e+38; 2.61261795e+38,1.53786767e+38; -3.37495097e+38
49907,100000,3.04364187e+38; -3.08989306e+38,-1.51282234e+38; -9.21752561e+37
49662,100000,2.61593757e+38; -1.55264655e+38,-1.95901345e+38; -4.72344006e+37
51679,100000,2.82854935e+38; 2.17612366e+38,2.22582672e+38; -1.53109892e+38
51241,100000,-2.71303089e+36; -5.13366903e+37,1.22048822e+38; 6.79016993e+37
53026,100000,-2.44529415e+38; 9.30573686e+37,2.14691719e+38; -2.63105892e+38
59563,100000,2.61462428e+38; -3.17287428e+38,1.64569697e+38; -3.31821661e+38
68370,100000,-2.47948071e+37; 3.83685588e+37,-1.70014986e+38; 6.77024145e+37
