elapsed.ps,repeats.n,param.a.vector2
44489,100000,-2.69887721e+38; 1.94320452e+38
44361,100000,-2.24672206e+37; -2.82039805e+38
44409,100000,-2.68356785e+38; 1.03180208e+38
44446,100000,-2.80984451e+38; 2.63066422e+38
47612,100000,-3.82775668e+37; -8.84757852e+37
46371,100000,-2.75690884e+38; 2.72164361e+38
44632,100000,-9.45271029e+37; -1.71103482e+38
44567,100000,2.57554429e+37; 8.20768776e+37
45606,100000,3.44169192e+37; -1.94615561e+38
44508,100000,-2.6219004e+38; 1.73301e+38
45484,100000,-5.89807096e+37; -7.02114855e+37
44018,100000,-2.86218996e+38; 1.49827103e+38
44366,100000,1.4542723e+38; -2.23142892e+38
43868,100000,-1.4870867e+38; 2.3035118e+38
47298,100000,-1.17936817e+38; 2.38099526e+38
44194,100000,-1.78420017e+38; -1.43600839e+38
44436,100000,1.71905226e+38; 3.02015768e+38
44689,100000,2.5246142e+38; -1.61292272e+38
45369,100000,-5.54006007e+37; -1.08252027e+38
44384,100000,-3.38373488e+38; -5.23705608e+37
44174,100000,-2.82305728e+38; 6.3491046e+37
44164,100000,6.70264272e+37; 3.1172086e+38
44062,100000,-3.3440203e+38; -1.98575803e+38
44511,100000,-2.50835196e+38; -1.74214033e+38
44831,100000,2.28616019e+38; 3.39914343e+38
44533,100000,-1.47468806e+38; -2.17547341e+38
44190,100000,8.32509604e+37; 1.39786177e+36
44059,100000,2.343946e+38; -2.70944272e+38
43955,100000,-1.078587e+38; 9.24285125e+37
45022,100000,-1.1122339e+38; 2.78273321e+38
44257,100000,-7.77681485e+37; 2.33004707e+38
44173,100000,1.9318054e+38; -1.35561561e+38
45106,100000,2.93769488e+38; 2.53511866e+38
44506,100000,2.10228514e+38; 6.73420722e+37
47447,100000,2.84626543e+38; -2.74456679e+38
43780,100000,4.07060684e+37; -9.64162269e+37
