runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.disp.integer
7,3978,30164,250000,3290566971,2
7,3888,27526,250000,1982311474,7
7,3740,29872,250000,2990525396,24
7,3865,27909,250000,1590233590,9
7,3782,28923,250000,320063171,18
7,3829,27257,250000,2446329740,1
7,3743,27700,250000,1244525234,31
7,3932,29897,250000,3779343288,1
7,3834,26250,250000,205139763,19
7,3799,26950,250000,1087866966,4
7,3729,28132,250000,4014793390,8
7,3955,28047,250000,2987217210,28
7,3715,28635,250000,1218534995,31
7,3718,28226,250000,2043209723,21
7,3848,27942,250000,1975418349,16
7,3687,27833,250000,1735873202,24
7,3851,27621,250000,1077960894,28
7,4040,27741,250000,1267296515,29
7,3878,26387,250000,537678643,8
7,3877,27989,250000,3722210016,24
7,4015,26252,250000,1898766852,6
7,3702,28382,250000,4040009133,12
7,3791,26638,250000,1949755118,1
7,3711,25680,250000,3022768901,8
7,3939,34653,250000,1234729061,22
7,3926,28776,250000,977333499,21
7,3706,27399,250000,2660392046,26
7,4028,28036,250000,565403738,8
