elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
22074,100000,2245113322405923,346616610949728,5966384506052884
20849,100000,5978649121440176,489846029489362,1892275798894229
20785,100000,3989330938373606,5161771660744984,5177609908523834
20663,100000,743600821561738,2700162426661381,3386577208490544
23272,100000,6805002675223858,1175329739212880,4854359701562065
23165,100000,1654599421783201,495000336300695,6612697566261361
20940,100000,3332764655922164,8223337114209217,209093557028166
20591,100000,6113083217131297,8412020549993664,3429931808843710
21318,100000,2305538437693599,3943444036963477,1458567872276337
20917,100000,6900902867107203,2249660859154174,5430111769239097
20890,100000,2145486896516289,1739688246291350,7293192504215286
20937,100000,931203766752060,3430677425960225,1617190069874732
20939,100000,4044518528844320,2289364250709032,6127133980594277
20641,100000,6569967092848167,8342963350655718,3743627022262966
20817,100000,6169248358668797,1576410906643970,4142560381070290
24262,100000,2871248560719672,581344557152956,4404975893637847
21336,100000,5375775868822226,6250742239764622,5435055014639699
20403,100000,5300581483462012,1149354922433876,8955121627337782
20700,100000,6811645831676232,6909999333285181,5343694938612944
21088,100000,1494173477054407,1268453354869813,2104977678072320
20821,100000,8214787842962339,3781044901637502,6752000852870375
20860,100000,5200040950461188,4627223637905642,8995226478338270
20985,100000,3092027069110568,6055835869646901,4030490409666173
20889,100000,4071097056316155,3194541045749965,8633262993768303
20696,100000,7360962332095305,3344783376343143,5948750335888827
24454,100000,587321786964068,4294938179513547,797083776956418
20602,100000,3356893395124567,6116468429290592,4034620715457728
20693,100000,8432247984099732,3294515434883495,8779834806396793
21267,100000,6729110640248017,7869745865316027,6151008607602810
20783,100000,4520467444230289,7134088498010274,5586046784645290
24900,100000,1465312807418016,7685231775146700,4949936022715639
22313,100000,3367506491479797,334004890119914,6318112636585992
20711,100000,6477450769241450,4185854761379113,5389165957230346
20917,100000,7510051328845547,4543088009071812,8888025617119855
20914,100000,2820294823894977,848809994619410,6132422169553646
20569,100000,4384460933877797,6400862603722050,6033918589895982
20712,100000,7675139059753207,4569993026479664,6213103299645396
21105,100000,570758319697365,5038065689705326,7276591169742736
21088,100000,4111591464594837,3964789420069508,4239586375945048
21045,100000,3612868384422393,5404779557205402,1025173587091
20333,100000,779636494813297,7675182202561595,4704298483877981
21089,100000,5165222029421735,972578011918513,7360509318633138
20515,100000,8964452640676035,3623143158487518,385603229264137
20860,100000,6265698715973603,2829696174537335,5804580462925052
20684,100000,6570977744538760,2468710305776095,2624478584530295
22664,100000,5607990033815766,7774909845521378,8109608710981823
20605,100000,8948084910820483,8893350985635348,28245059112510
22756,100000,6206852124663554,7216319829173538,5484916995685638
29682,100000,7913080492530531,3809647242574959,7613157595231061
22491,100000,8121325012630051,1592113578718497,6802874856841286
20853,100000,8074682985369809,2702895617290813,1231744112104011
20482,100000,937891184855450,4763767096245236,5725007412998441
20846,100000,4427437598543350,1411546338601435,1260378641178912
22741,100000,383981816692792,4444448353191604,4052279824847520
20937,100000,8546624631228996,6108046591852011,5190440843221926
25704,100000,8221765011179461,4546992656400077,7978377790642786
20686,100000,3707337463303839,4605751691748273,2927655769320592
28491,100000,4062035263967830,322699114785082,4045034244551933
26388,100000,5662908319943574,1303683124132992,4900461916253731
21805,100000,1765078945142911,8187178925061412,8242112093511886
20642,100000,1241802335547817,5131440906168298,2657264105077686
20627,100000,1752158957773913,1678311412419274,724495804562395
20869,100000,4299611467686210,7547217622525380,1107858593201293
20663,100000,2243889049189963,6547476696999816,3478694133926045
20752,100000,750986880906631,8554929935621866,7826897365289817
23899,100000,7309597577874435,6495050786203248,7689286564488433
21073,100000,3130056105287013,3979602751518982,412212284809670
20955,100000,636477222930504,6281334296238220,2603418881425964
20462,100000,1742409759831547,6219765950253612,7686405629345119
25191,100000,6805998765747188,1124837683893917,7367212679674178
23824,100000,7630127095072041,8314307970393412,106516599019825
20649,100000,2266437641366268,6891904385275753,7468475971919077
20705,100000,4532670195180080,4995213833015288,3086918798692590
20601,100000,7611996588614591,3642465288453119,2900314759651041
20788,100000,5046434148459271,6882169591967081,6399525418596419
24170,100000,7165597342365227,4747878618853490,2568661388155614
20668,100000,1273422196964716,2436593216834307,2637741073212365
20757,100000,3896728939886162,2998209497528088,268796789824249
